,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month, funded_quarter ,funded_year, raised_amount_usd ,Unnamed: 16
81544,/organization/x2-biosystems,X2 Biosystems,|Health Care|,Health Care,USA,WA,Seattle,Seattle,/funding-round/60e3625f1e0a98c4f72cf565157548b5,venture,,2014-04-18,2014-04, 2014-Q2 ,2014.0," 2,510,000 ",
82801,/organization/zanbato,Zanbato,|Finance|,Finance,USA,CA,SF Bay Area,Mountain View,/funding-round/6e55887a51089472a67edd3f5df3386a,debt_financing,,2012-03-20,2012-03, 2012-Q1 ,2012.0," 200,000 ",
26762,/organization/flowgear,Flowgear,,,,,,,/funding-round/59654c6eb2b56eb477f99cbe8562b3ff,seed,,2010-06-01,2010-06, 2010-Q2 ,2010.0," 130,832 ",
7007,/organization/aviir,Aviir,|Biotechnology|,Biotechnology,USA,CA,Anaheim,Irvine,/funding-round/39618a92f315f198f96271232d92933e,venture,,2009-10-19,2009-10, 2009-Q4 ,2009.0," 1,000,000 ",
20992,/organization/donorpath,DonorPath,|Nonprofits|,Nonprofits,USA,IL,Chicago,Chicago,/funding-round/ccee6a142080586a594b23c71f75a9da,seed,,2013-01-01,2013-01, 2013-Q1 ,2013.0," 100,000 ",
68134,/organization/spinal-modulation,Spinal Modulation,|Medical Devices|Health Care|,Medical Devices,USA,CA,SF Bay Area,Menlo Park,/funding-round/2ca968854a5d781428144b401710ff97,venture,A,2006-01-24,2006-01, 2006-Q1 ,2006.0," 7,000,000 ",
46590,/organization/mornin-glory,Mornin' Glory,|Manufacturing|,Manufacturing,DEU,,Berlin,Berlin,/funding-round/8ad09a1c204c8f94f5e80f0367eac7ea,seed,,2014-03-06,2014-03, 2014-Q1 ,2014.0," 68,897 ",
73867,/organization/togally-com,Togally.com,|Software|,Software,,,,,/funding-round/8e5515c9322c88760bc8e5e0968194fe,seed,,2013-11-30,2013-11, 2013-Q4 ,2013.0," 81,500 ",
29106,/organization/gigya,Gigya,|Gamification|Identity Management|Enterprise Software|,Identity Management,USA,CA,SF Bay Area,Mountain View,/funding-round/85553d1b1bc0f5cefac3b09ead4f198b,venture,D,2012-06-11,2012-06, 2012-Q2 ,2012.0," 15,300,000 ",
27564,/organization/fring,fring Ltd,|Email|Facebook Applications|Developer APIs|Search|Twitter Applications|Wireless|Messaging|VoIP|Mobile|,Mobile,,,,,/funding-round/2b0369657ba95e6a4fdd8394bc5518cf,venture,A,2006-03-01,2006-03, 2006-Q1 ,2006.0," 3,000,000 ",
77289,/organization/vayavya-labs,VAYAVYA LABS,|Software|,Software,IND,,Belgaum,Belgaum,/funding-round/a85ceb7cadb7de7f17ece96dca2fc4cb,angel,,2011-07-01,2011-07, 2011-Q3 ,2011.0," 1,000,000 ",
37662,/organization/jumptap,Jumptap,|Advertising|Mobile|,Mobile,USA,MA,Boston,Boston,/funding-round/5bb018af2245a0bcecb1a5ee7fdaed03,venture,B,2005-12-06,2005-12, 2005-Q4 ,2005.0," 17,000,000 ",
34666,/organization/infobionics,Infobionics,|Social Media|,Social Media,USA,MN,Minneapolis,Eagan,/funding-round/09b2229ba585861d3c1fbc2483fa78b0,venture,,2013-07-23,2013-07, 2013-Q3 ,2013.0," 2,500,000 ",
47576,/organization/mystargo-enterprises,MyStargo Enterprises,|Apps|,Apps,USA,TN,Nashville,Smyrna,/funding-round/2c8d484bab50b9a47467d918fd69a792,angel,,2014-08-22,2014-08, 2014-Q3 ,2014.0," 50,000 ",
70309,/organization/svelte-medical-systems,Svelte Medical Systems,|Health Care|,Health Care,USA,NJ,Newark,New Providence,/funding-round/44c3578c2680a1fcf39f1309bbd798f3,debt_financing,,2012-06-21,2012-06, 2012-Q2 ,2012.0," 5,000,000 ",
54332,/organization/phagenesis,Phagenesis,|Biotechnology|,Biotechnology,GBR,,Manchester,Manchester,/funding-round/fb8ad1d971b294085c8635620ca12b4b,venture,A,2010-09-01,2010-09, 2010-Q3 ,2010.0," 3,080,440 ",
57175,/organization/propel-fuels,Propel Fuels,|Clean Technology|,Clean Technology,USA,CA,Sacramento,Sacramento,/funding-round/2115e16db72cf57f7377486e78a7aafd,grant,,2010-03-15,2010-03, 2010-Q1 ,2010.0," 10,900,000 ",
74634,/organization/tranzeo-wireless-technologies,Tranzeo Wireless Technologies,|Mobile|,Mobile,CAN,BC,BC - Other,Pitt Meadows,/funding-round/35131418d2897eb69b215e0d1bf759a2,venture,,2010-01-07,2010-01, 2010-Q1 ,2010.0," 147,792 ",
32056,/organization/hetexted,HeTexted,|Advice|Curated Web|,Advice,USA,NY,New York City,New York,/funding-round/91642a824cf5282241d720b5f7a357df,venture,,2013-04-12,2013-04, 2013-Q2 ,2013.0," 900,000 ",
8766,/organization/bigpoint,Bigpoint,|MMO Games|Publishing|FreetoPlay Gaming|Game|Games|,Publishing,DEU,,Hamburg,Hamburg,/funding-round/113fdb018f221b27f45ce5bfb857d012,venture,D,2008-06-09,2008-06, 2008-Q2 ,2008.0," 110,488,000 ",
16675,/organization/confluence-life-sciences,Confluence Life Sciences,|Biotechnology|,Biotechnology,USA,MO,St. Louis,St Louis,/funding-round/e281cd97a87184d64d095b81d08955b1,seed,,2011-04-01,2011-04, 2011-Q2 ,2011.0," 75,000 ",
47823,/organization/nanodynamics,NanoDynamics,|Hardware + Software|,Hardware + Software,USA,NY,Buffalo,Buffalo,/funding-round/8a4186127a16b4e1fbcbd58626c966cb,venture,,2009-04-14,2009-04, 2009-Q2 ,2009.0," 4,125,150 ",
1549,/organization/actualmeds,ActualMeds,|Health Care|,Health Care,USA,CT,Hartford,East Hartford,/funding-round/f7005bdc7e6ac67ab93710852f520362,debt_financing,,2011-10-26,2011-10, 2011-Q4 ,2011.0," 150,000 ",
40598,/organization/lifestander,Lifestander,|Photography|Networking|Software|Social Network Media|Curated Web|,Social Network Media,USA,NY,New York City,New York,/funding-round/f97a62bdda2341b64337aff12ab6db75,seed,,2010-10-02,2010-10, 2010-Q4 ,2010.0," 31,000 ",
62778,/organization/scienergy,SCIenergy,|Clean Technology|,Clean Technology,USA,TX,Dallas,Dallas,/funding-round/19bd7a32ecc569a4415f1a02b18a6404,venture,,2012-02-08,2012-02, 2012-Q1 ,2012.0," 8,000,000 ",
6419,/organization/auctions-by-wallace,Auctions by Wallace,,,USA,VA,VA - Other,Barhamsville,/funding-round/4fb2718bd55a5d1c55e7f02717fbd569,equity_crowdfunding,,2013-09-01,2013-09, 2013-Q3 ,2013.0,,
67240,/organization/solix-biosystems-inc,"Solix BioSystems, Inc.",|Clean Technology|,Clean Technology,USA,CO,Fort Collins,Fort Collins,/funding-round/8b846adcda8eeb0e77e41f4f0c4c6bad,venture,B,2011-03-28,2011-03, 2011-Q1 ,2011.0," 16,000,000 ",
63638,/organization/sendme,SendMe,|Mobile|,Mobile,USA,CA,SF Bay Area,San Francisco,/funding-round/f792885ddc098814e82c2be94ee0e177,venture,B,2006-12-01,2006-12, 2006-Q4 ,2006.0," 6,000,000 ",
2084,/organization/adsvark,Adsvark,|News|,News,FRA,,Paris,Paris,/funding-round/c09b36cae974f93273638839e37e4ea4,angel,,2011-07-29,2011-07, 2011-Q3 ,2011.0," 748,650 ",
42881,/organization/mango-health,Mango Health,|Games|Health and Wellness|Mobile|,Mobile,USA,CA,SF Bay Area,San Francisco,/funding-round/cf939eb140bbaed7a30140ffdef9d1d2,venture,A,2014-05-21,2014-05, 2014-Q2 ,2014.0," 5,250,000 ",
46667,/organization/motility-count,Motility Count,,,DNK,,Copenhagen,Copenhagen,/funding-round/c64d3e16d4a6fb7084dcfcce3378863f,undisclosed,,2011-09-11,2011-09, 2011-Q3 ,2011.0,,
7096,/organization/avvo,Avvo,|Marketplaces|Reviews and Recommendations|Legal|,Marketplaces,USA,WA,Seattle,Seattle,/funding-round/311ef5a9a10f32a31644875b883ad9b0,venture,D,2014-04-15,2014-04, 2014-Q2 ,2014.0," 37,500,000 ",
39229,/organization/koudai,Koudai,|E-Commerce|,E-Commerce,CHN,,Beijing,Beijing,/funding-round/6b708a2e4cdaebd55fc9301c2388bb02,venture,,2012-04-01,2012-04, 2012-Q2 ,2012.0," 6,000,000 ",
54466,/organization/phnom-penh-water-supply-authority-ppwsa,Phnom Penh Water Supply Authority (PPWSA),,,KHM,,Phnom Penh,Phnom Penh,/funding-round/97622c68927e46b8eddd1c8082c2127a,undisclosed,,2012-04-01,2012-04, 2012-Q2 ,2012.0,,
35912,/organization/intra-cellular-therapies,Intra-Cellular Therapies,|Biotechnology|,Biotechnology,USA,NY,New York City,New York,/funding-round/20a965dff01caf0e9a14c476b8703e7d,debt_financing,,2013-05-17,2013-05, 2013-Q2 ,2013.0," 15,289,893 ",
75625,/organization/turningart,TurningArt,|Design|,Design,USA,MA,Boston,Boston,/funding-round/9344798aeec95d83b89c50c9dae293bf,seed,,2011-05-23,2011-05, 2011-Q2 ,2011.0," 750,000 ",
73307,/organization/threesixty,Threesixty Campus,|Education|,Education,GBR,,London,London,/funding-round/d490551ea38016bf60432563c21c0dd9,seed,,2013-08-01,2013-08, 2013-Q3 ,2013.0," 379,946 ",
28917,/organization/getprice,GetPrice,|Software|Online Shopping|Comparison Shopping|Price Comparison|E-Commerce|,E-Commerce,AUS,,Sydney,Sydney,/funding-round/9f99c8a69468903d6bd1643e75bbc7ee,venture,A,2007-10-01,2007-10, 2007-Q4 ,2007.0,,
65091,/organization/sylecs,Silecs,|Semiconductors|,Semiconductors,FIN,,Helsinki,Espoo,/funding-round/32328e564b38c7de10fedfaee5e7ddb6,venture,E,2011-05-18,2011-05, 2011-Q2 ,2011.0," 16,000,000 ",
17090,/organization/coocoo,CooCoo,|Mobile|Training|Transportation|E-Commerce|Public Transportation|,E-Commerce,USA,NY,Long Island,Huntington Station,/funding-round/085251070100848119ed899a1d5d3943,venture,A,2011-04-01,2011-04, 2011-Q2 ,2011.0," 1,000,000 ",
65075,/organization/siimpel-corporation,Siimpel Corporation,|Hardware + Software|,Hardware + Software,USA,CA,Los Angeles,Arcadia,/funding-round/473067bd4003581518b8eee010ab7748,venture,,2008-11-26,2008-11, 2008-Q4 ,2008.0," 8,700,000 ",
66349,/organization/smarttrade,SmartTrade,|Apps|,Apps,GBR,,London,London,/funding-round/f09700ef80a3ee448f2612172ae70955,seed,,2012-09-01,2012-09, 2012-Q3 ,2012.0,,
25385,/organization/fangtek,Fangtek,|Manufacturing|,Manufacturing,USA,CA,SF Bay Area,Cupertino,/funding-round/a03f552a4db714746831f92ce0d47435,venture,C,2006-06-08,2006-06, 2006-Q2 ,2006.0," 12,000,000 ",
47966,/organization/nantero,Nantero,|Hardware|Semiconductors|Nanotechnology|,Nanotechnology,USA,MA,Boston,Woburn,/funding-round/0396025f5f6a01863a12c4484da7b92f,venture,B,2003-09-01,2003-09, 2003-Q3 ,2003.0," 10,500,000 ",
8829,/organization/billetto,Billetto,|Events|Promotional|Ticketing|E-Commerce|,Ticketing,,,,,/funding-round/828b5db0ea387ecdb4750645eaf7257c,venture,A,2012-12-15,2012-12, 2012-Q4 ,2012.0," 2,877,820 ",
20909,/organization/dokogeo,Dokogeo,,,USA,CA,SF Bay Area,San Francisco,/funding-round/5c8c6b833927f43a822b67f507e1f2d6,venture,,2010-10-21,2010-10, 2010-Q4 ,2010.0," 126,000 ",
50838,/organization/oikos-software-inc,"OIKOS Software, Inc.",|SaaS|,SaaS,USA,NH,"Manchester, New Hampshire",Manchester,/funding-round/b13e1613c5f057d62ed057fa902d57e1,equity_crowdfunding,,2014-07-10,2014-07, 2014-Q3 ,2014.0,,
70918,/organization/viableware,TableSafe,|Restaurants|,Restaurants,USA,WA,Seattle,Kirkland,/funding-round/453f504467536dc8cd4722cd04930668,seed,,2011-08-30,2011-08, 2011-Q3 ,2011.0," 956,072 ",
46668,/organization/motilo,Motilo,|Online Shopping|Design|Fashion|,Design,GBR,,London,London,/funding-round/ecf051442d05f4562cf1ed33669600d3,seed,,2014-01-01,2014-01, 2014-Q1 ,2014.0," 2,500,000 ",
31191,/organization/hammerhead-systems,Hammerhead Systems,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,Mountain View,/funding-round/25c3aaf75522a08245c4bd3fb585f7ef,venture,D,2007-08-01,2007-08, 2007-Q3 ,2007.0," 18,000,000 ",
72692,/organization/the-kitchen-hotline,The Kitchen Hotline,|Education|,Education,USA,CO,CO - Other,Aspen,/funding-round/5e0e0b1635294a49aba39c94abb717d6,equity_crowdfunding,,2012-01-30,2012-01, 2012-Q1 ,2012.0,,
4634,/organization/aperio-technologies,Aperio Technologies,|Hardware + Software|,Hardware + Software,USA,CA,San Diego,Vista,/funding-round/e6a9d478ad14cbe220fd2b45af48d946,debt_financing,,2012-08-09,2012-08, 2012-Q3 ,2012.0," 5,820,307 ",
37364,/organization/job4fiver-limited,Job4Fiver Limited,|Curated Web|,Curated Web,GBR,,London,London,/funding-round/11d930d62c1a1ae45b5734af8f43de2a,private_equity,,2012-12-01,2012-12, 2012-Q4 ,2012.0," 320,325 ",
79551,/organization/wallop,Wallop,|Social Media|,Social Media,,,,,/funding-round/49de5dc3dcaf5ccbe5ac6e1c695bb60d,venture,A,2006-02-01,2006-02, 2006-Q1 ,2006.0," 3,600,000 ",
17907,/organization/crimson-hexagon,Crimson Hexagon,|Social Media Monitoring|Brand Marketing|Analytics|,Social Media Monitoring,USA,MA,Boston,Boston,/funding-round/a83bf4352db927f325b816bc68d19c9e,venture,B,2011-05-24,2011-05, 2011-Q2 ,2011.0," 5,000,000 ",
36632,/organization/isoplexis,IsoPlexis,|Biotechnology|,Biotechnology,USA,CT,Hartford,New Haven,/funding-round/3b870b598743108659af3aef5a207fc7,venture,,2014-08-11,2014-08, 2014-Q3 ,2014.0,,
54208,/organization/personal-estate-manager,Personal Estate Manager,|Finance|,Finance,,,,,/funding-round/2982c43bc2c48a3fc2338c6a085b3c59,seed,,2009-03-19,2009-03, 2009-Q1 ,2009.0," 180,000 ",
35374,/organization/instantluxe,InstantLuxe,|E-Commerce|,E-Commerce,,,,,/funding-round/ac6113105e5ea279dc06e5955a30d061,venture,,2010-09-23,2010-09, 2010-Q3 ,2010.0," 865,995 ",
68618,/organization/sprout-pharmaceuticals,Sprout Pharmaceuticals,|Biotechnology|,Biotechnology,USA,NC,Raleigh,Raleigh,/funding-round/314c0ed302ce27547dc5c71355e1bed0,venture,,2014-07-18,2014-07, 2014-Q3 ,2014.0," 4,303,856 ",
12230,/organization/canesta,Canesta,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Sunnyvale,/funding-round/2e5fac7188abb19c365aeb39f2e56951,venture,,2007-09-12,2007-09, 2007-Q3 ,2007.0," 10,000,000 ",
77225,/organization/vascular-therapies,Vascular Therapies,|Biotechnology|,Biotechnology,USA,NJ,Newark,Cresskill,/funding-round/bf8b40e04187d3fc859f3cefbca96c2b,debt_financing,,2011-04-25,2011-04, 2011-Q2 ,2011.0," 1,375,000 ",
20186,/organization/didi-dache,Didi-Dache,|Transportation|Public Transportation|,Transportation,CHN,,Beijing,Beijing,/funding-round/f9fe13c703a5739b46321afefb146ee5,venture,C,2014-01-02,2014-01, 2014-Q1 ,2014.0," 100,000,000 ",
44460,/organization/mersive,Mersive,|Collaboration|Software|,Collaboration,USA,CO,Denver,Denver,/funding-round/89d40f59a411217258edbfcd105e3292,venture,,2013-12-05,2013-12, 2013-Q4 ,2013.0," 3,069,647 ",
12164,/organization/campus-job,Campus Job,|K-12 Education|Freelancers|Education|,Freelancers,USA,NY,New York City,New York,/funding-round/bccf0825127ded3c0b25473c8ed0f1b9,seed,,2014-09-18,2014-09, 2014-Q3 ,2014.0," 968,000 ",
30029,/organization/gotv-networks,GoTV Networks,|Mobile|,Mobile,USA,CA,Los Angeles,Sherman Oaks,/funding-round/ce29b7ab429dd3357330e702ebccde57,venture,B,2007-03-27,2007-03, 2007-Q1 ,2007.0," 12,000,000 ",
66785,/organization/socialglimpz,SocialGlimpz,|Sales and Marketing|Crowdsourcing|Social Media|Content|Software|,Crowdsourcing,USA,CA,SF Bay Area,San Francisco,/funding-round/52f08b102891545d9a2540bc5546f6f1,seed,,2013-03-06,2013-03, 2013-Q1 ,2013.0,,
16954,/organization/continuity-engine,Continuity Control,|Software|,Software,USA,CT,Hartford,New Haven,/funding-round/0f911a4de09742defa458e5db036fea5,venture,,2011-07-14,2011-07, 2011-Q3 ,2011.0," 1,110,361 ",
30914,/organization/guerrilla-rf,Guerrilla RF,|Networking|Infrastructure|Mobile|Wireless|Semiconductors|,Mobile,USA,NC,Greensboro,Greensboro,/funding-round/2d0b59d3b74664ad6cc3489bb6814a72,venture,,2014-01-22,2014-01, 2014-Q1 ,2014.0," 400,000 ",
5917,/organization/arvinas,Arvinas,|Biotechnology|,Biotechnology,USA,CT,Hartford,New Haven,/funding-round/aafe371fa2151eb399c7481429443401,venture,A,2013-09-26,2013-09, 2013-Q3 ,2013.0," 15,000,000 ",
17960,/organization/crititech,CritiTech,|Biotechnology|,Biotechnology,USA,KS,Kansas City,Lawrence,/funding-round/c2385bec26f03b0d2037d147cd138e2b,debt_financing,,2013-01-18,2013-01, 2013-Q1 ,2013.0," 1,183,000 ",
76907,/organization/utest,uTest,|Testing|Software|,Testing,USA,MA,Boston,Framingham,/funding-round/fa26fe604b49bd7e19fb791b700d64f9,venture,B,2008-12-01,2008-12, 2008-Q4 ,2008.0," 5,000,000 ",
53182,/organization/parasol-therapeutics,Parasol Therapeutics,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/funding-round/95c29508554992504fb56c8f79e4556a,venture,A,2009-05-10,2009-05, 2009-Q2 ,2009.0," 3,250,000 ",
30907,/organization/gucash,Gucash,|Banking|Music|Content|Virtual Goods|Social Games|Payments|E-Commerce|,Payments,ARG,,Buenos Aires,Buenos Aires,/funding-round/6c84959165751ea723d58dea13443e9c,seed,,2010-01-03,2010-01, 2010-Q1 ,2010.0," 250,000 ",
71229,/organization/tamatem-inc,Tamatem Inc.,|Mobile|,Mobile,USA,CA,SF Bay Area,Mountain View,/funding-round/aeadc9a2ef2c434bd8a7e192f39b6b51,seed,,2013-09-12,2013-09, 2013-Q3 ,2013.0," 375,000 ",
78052,/organization/vidasystems,Vida Systems,|Games|Mobile|Education|,Education,USA,CA,SF Bay Area,Mountain View,/funding-round/9d7d2c0e3e692997c9764570b1181f26,seed,,2014-08-25,2014-08, 2014-Q3 ,2014.0," 100,000 ",
2167,/organization/advanced-inquiry-systems-inc,Advanced Inquiry Systems Inc.,|Semiconductors|,Semiconductors,USA,OR,"Portland, Oregon",Hillsboro,/funding-round/245cbedd43730b0599a657af103e0493,venture,E,2014-07-30,2014-07, 2014-Q3 ,2014.0," 5,288,332 ",
71352,/organization/tapclicks,TapClicks,|Quantitative Marketing|Digital Media|Internet Marketing|Web Development|Analytics|,Quantitative Marketing,USA,CA,SF Bay Area,San Jose,/funding-round/e2162977ecf00009f5a2c81d5cba7c96,seed,,2014-11-01,2014-11, 2014-Q4 ,2014.0," 2,000,000 ",
14262,/organization/chosenlist-com,ChosenList.com,|Craigslist Killers|Video|Advertising|,Craigslist Killers,USA,AZ,Phoenix,Scottsdale,/funding-round/18284b642cf9e6d6d290d7f9209c1dc4,angel,,2008-01-25,2008-01, 2008-Q1 ,2008.0," 233,750 ",
80822,/organization/mariah-power,Windspire Energy (fka Mariah Power),|Clean Technology|,Clean Technology,USA,NV,Reno - Sparks,Reno,/funding-round/00d0d010fedf1df7b8a17952f2783ba3,venture,B,2008-12-08,2008-12, 2008-Q4 ,2008.0,,
6941,/organization/aveo-pharmaceuticals,AVEO Pharmaceuticals,|Health Care|Pharmaceuticals|Health and Wellness|Biotechnology|,Health Care,USA,MA,Boston,Cambridge,/funding-round/189b1ba6373d5ec46b96977dcc1f5efd,venture,,2010-11-03,2010-11, 2010-Q4 ,2010.0," 60,750,000 ",
70769,/organization/synovex,Synovex,|Biotechnology|,Biotechnology,USA,MA,Boston,Medford,/funding-round/08af4eb7391ae223ae2029a91d0c6712,venture,,2012-10-11,2012-10, 2012-Q4 ,2012.0," 3,500,000 ",
70871,/organization/t2-biosystems,T2 Biosystems,|Health Care|,Health Care,USA,MA,Boston,Lexington,/funding-round/351ebc79ac38dc497c50dcc1e05489ff,venture,D,2011-08-10,2011-08, 2011-Q3 ,2011.0," 23,000,000 ",
17518,/organization/countertack,CounterTack,|Cloud Security|Security|,Cloud Security,USA,MA,Boston,Waltham,/funding-round/24fe1f8c11592cee3002f0fb5d965d1e,venture,B,2013-10-15,2013-10, 2013-Q4 ,2013.0," 12,000,000 ",
22088,/organization/ecodomus,EcoDomus,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/funding-round/2940a48effd72e521435e861fbbb18f4,venture,,2011-05-25,2011-05, 2011-Q2 ,2011.0," 500,000 ",
46748,/organization/movaz-networks,Movaz Networks,|Web Hosting|,Web Hosting,USA,GA,Atlanta,Norcross,/funding-round/36b7219db5f0434dd03d0496e33cab43,venture,,2006-01-26,2006-01, 2006-Q1 ,2006.0," 20,000,000 ",
74524,/organization/transera-communications,Transera Communications,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/funding-round/6e9a1ce5ba8e301d0a9eeadb4d898acb,venture,B,2005-08-17,2005-08, 2005-Q3 ,2005.0," 10,000,000 ",
53864,/organization/peeractive,Peeractive,|E-Commerce|,E-Commerce,USA,NY,New York City,New York,/funding-round/252ae0a5497bf3be61e4afabf30fec1c,debt_financing,,2013-03-29,2013-03, 2013-Q1 ,2013.0," 1,135,000 ",
71829,/organization/teez-mobi,Teez.mobi,|QR Codes|App Marketing|Mobile|Advertising|,Advertising,GBR,,London,London,/funding-round/d2a0c8d6db9efcd3ce5d9794f32e355a,seed,,2011-06-16,2011-06, 2011-Q2 ,2011.0," 28,176 ",
28748,/organization/geocities,GeoCities,|Web Hosting|,Web Hosting,USA,CA,Los Angeles,Marina Del Rey,/funding-round/36342802e2f2839895e48a3635947b87,venture,A,1995-01-01,1995-01, 1995-Q1 ,1995.0," 2,000,000 ",
32893,/organization/hubnami,HubNami,|Social Media Marketing|Social Media|,Social Media Marketing,USA,CA,SF Bay Area,San Francisco,/funding-round/7f3717fc0283f4bdcfc6f1739643f537,seed,,2014-02-01,2014-02, 2014-Q1 ,2014.0,,
82588,/organization/yourpov-tv,YourPOV.TV,|Curated Web|,Curated Web,USA,NY,New York City,New York,/funding-round/4986e0b6220038eb7a562be78f99eb03,venture,,2009-10-01,2009-10, 2009-Q4 ,2009.0," 72,000 ",
31233,/organization/hands-hq,Hands HQ,,,GBR,,London,London,/funding-round/880571c3e5cb7a03d9eb047677ed0a69,seed,,2013-06-01,2013-06, 2013-Q2 ,2013.0,,
75461,/organization/tuan800,Tuan800,|E-Commerce|,E-Commerce,CHN,,Beijing,Beijing,/funding-round/6f3c8069836f0ec8296924432b0ffdda,venture,A,2010-01-01,2010-01, 2010-Q1 ,2010.0,,
22850,/organization/emailage,Emailage,|Software|,Software,USA,AZ,Phoenix,Chandler,/funding-round/b8fe2a325a41a112bd7d46e7d1f7dcb8,seed,,2014-01-23,2014-01, 2014-Q1 ,2014.0,,
8346,/organization/benson-hill-biosystems,Benson Hill Biosystems,|Biotechnology|,Biotechnology,USA,NC,Raleigh,Raleigh,/funding-round/ea2aae4deaf57b477614d24962744430,venture,,2013-08-13,2013-08, 2013-Q3 ,2013.0," 450,971 ",
54578,/organization/phrazit,Phrazit,|Curated Web|,Curated Web,,,,,/funding-round/3265e0fc37cc75a6b3cdf6b323c2b841,seed,,2008-09-01,2008-09, 2008-Q3 ,2008.0,,
48031,/organization/naseeb-networks,Naseeb Networks,|Curated Web|,Curated Web,PAK,,Lahore,Lahore,/funding-round/83aa8d5721dc3de36fe1f19840dd367a,undisclosed,,2012-04-01,2012-04, 2012-Q2 ,2012.0,,
69830,/organization/sugarsync,SugarSync,|Storage|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Mateo,/funding-round/3f055de751bd993bfafbb0b1eb3dfa27,venture,D,2012-02-29,2012-02, 2012-Q1 ,2012.0," 15,000,000 ",
58666,/organization/qype,Qype,|Curated Web|,Curated Web,DEU,,Hamburg,Hamburg,/funding-round/6c159a42a6815c432be26fe35304617a,venture,B,2010-11-23,2010-11, 2010-Q4 ,2010.0," 8,772,400 ",
37846,/organization/kace,Kace Networks,|Software|,Software,USA,CA,SF Bay Area,Mountain View,/funding-round/af844c19626c28682389e16fe411f895,venture,B,2006-05-22,2006-05, 2006-Q2 ,2006.0," 8,000,000 ",
9921,/organization/blue-mount-technologies,Blue Mount Technologies,|Medical|,Medical,USA,TX,Dallas,Dallas,/funding-round/ecc007646dc24ea0c4acb19c3c9708a7,equity_crowdfunding,,2012-10-04,2012-10, 2012-Q4 ,2012.0,,
44463,/organization/meru-networks,Meru Networks,|Communications Hardware|Technology|Mobile|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,/funding-round/d26f7f6f6d282d172aa2f444724c417c,venture,E,2009-08-07,2009-08, 2009-Q3 ,2009.0," 57,000,000 ",
27529,/organization/friday,Friday,|Social Media|,Social Media,CHN,,CHN - Other,,/funding-round/a6f0a5e38a6c74bc80a9a1b1a5e21dda,angel,,2013-06-01,2013-06, 2013-Q2 ,2013.0," 3,000,000 ",
81191,/organization/wordrake,WordRake,|Software|,Software,USA,WA,Seattle,Seattle,/funding-round/ed5eb51647146da0cae8793cb228878a,venture,,2011-04-05,2011-04, 2011-Q2 ,2011.0," 1,850,000 ",
48678,/organization/netragon,Netragon,|Software|,Software,DEU,,Freiburg,Freiburg,/funding-round/40fc1ff2a9209445b3cf7e8791179052,venture,,2006-07-01,2006-07, 2006-Q3 ,2006.0," 381,000 ",
78939,/organization/vivox,Vivox,|MMO Games|VoIP|Advertising|,MMO Games,USA,MA,Boston,Natick,/funding-round/dc2ba314e0ece93824a59050c6828f58,venture,C,2010-02-02,2010-02, 2010-Q1 ,2010.0," 6,800,000 ",
83118,/organization/zeomatrix,Zeomatrix,|Biotechnology|,Biotechnology,USA,ME,ME - Other,Orono,/funding-round/f35b2588d6b21cd2188ee960a40f2457,venture,,2010-04-20,2010-04, 2010-Q2 ,2010.0," 40,000 ",
78254,/organization/vigilant-biosciences,Vigilant Biosciences,|Biotechnology|,Biotechnology,USA,FL,Miami,Miami,/funding-round/a63723532bf0b2a6d62116197dc48283,debt_financing,,2014-03-25,2014-03, 2014-Q1 ,2014.0," 300,000 ",
35289,/organization/inspired-instruments,Inspired Arts & Media,|Music|,Music,,,,,/funding-round/3860d737b4f3f0d0fb49fafcebb91aa8,venture,A,2010-06-08,2010-06, 2010-Q2 ,2010.0," 1,250,000 ",
57005,/organization/progreso-financiero,Progreso Financiero,|Finance|,Finance,USA,CA,SF Bay Area,Menlo Park,/funding-round/fb839a7aa7b216a43d324d308dfab17e,private_equity,,2012-01-01,2012-01, 2012-Q1 ,2012.0," 18,400,000 ",
13913,/organization/chase-pharmaceuticals,Chase Pharmaceuticals,|Biotechnology|,Biotechnology,USA,DC,"Washington, D.C.",Washington,/funding-round/b2b2e26cc45aa1514fce2ac2c77221e9,venture,B,2014-05-12,2014-05, 2014-Q2 ,2014.0," 21,000,000 ",
42630,/organization/magnum-semiconductor,Magnum Semiconductor,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Milpitas,/funding-round/c74c62dd92011e4b333914e0ced7c5cf,venture,,2012-01-01,2012-01, 2012-Q1 ,2012.0," 2,000,000 ",
74894,/organization/triad-retail-media,Triad Retail Media,|Advertising|,Advertising,USA,FL,Tampa,Tampa,/funding-round/207971f3fe8fda808523256aa3645a18,undisclosed,,2009-12-04,2009-12, 2009-Q4 ,2009.0,,
