,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_list,investor_market,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month,funded_quarter,funded_year,raised_amount_usd
53172,/organization/light-based-technologies,Light-Based Technologies,|Manufacturing|,Manufacturing,CAN,BC,Vancouver,Vancouver,/organization/chrysalix-energy,Chrysalix Energy,,,CAN,BC,Vancouver,Vancouver,/funding-round/63790d6bdfa92d0006c201ee3ab02885,venture,B,2011-09-19,2011-09,2011-Q3,2011," 7,500,000 "
8023,/organization/solidcore-systems,Solidcore Systems,|Software|,Software,USA,CA,SF Bay Area,Cupertino,/organization/matrix-partners,Matrix Partners,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/ffa776d828b0c2043e63d1937998bfba,venture,C,2006-02-21,2006-02,2006-Q1,2006," 10,000,000 "
110271,/organization/lybrate,Lybrate,|Health and Wellness|,Health and Wellness,IND,,New Delhi,New Delhi,/organization/nexus-venture-partners,Nexus Venture Partners,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/0a27648e4f725a8553674f46e5e00afa,venture,,2014-09-10,2014-09,2014-Q3,2014," 1,230,000 "
60942,/organization/hootsuite,Hootsuite,|Software|Brand Marketing|Twitter Applications|Big Data Analytics|Online Scheduling|Messaging|Social Media|,Software,CAN,BC,Vancouver,Vancouver,/organization/omers-ventures,OMERS Ventures,|Venture Capital|,Venture Capital,CAN,ON,Toronto,Toronto,/funding-round/965547bffe2e59bb8e61cf89d65187c4,venture,,2012-03-29,2012-03,2012-Q1,2012," 20,000,000 "
1479,/organization/smartjog,Smartjog,|Distribution|Content Delivery|Digital Media|,Content Delivery,USA,CA,Los Angeles,Los Angeles,/organization/360-capital-partners,360 Capital Partners,,,LUX,,Luxemburg,Luxemburg,/funding-round/8f43c9ba2786c38b082c6d0c7fcd47ec,undisclosed,,2002-07-01,2002-07,2002-Q3,2002,
74612,/organization/sevone,"SevOne, Inc.",|Networking|Software|,Software,USA,DE,"Wilmington, Delaware",Wilmington,/organization/bain-capital-2,Bain Capital,|Venture Capital|,Venture Capital,USA,MA,Boston,Boston,/funding-round/6e432fa541c161f50ff5c49a1fa4bd8a,private_equity,,2013-01-15,2013-01,2013-Q1,2013," 150,000,000 "
9580,/organization/rapleaf,Rapleaf,|Messaging|,Messaging,USA,IL,Chicago,Chicago,/person/peter-thiel,Peter Thiel,,,,,,,/funding-round/c4d6faedf68209a3e25e6f0a97f77687,angel,,2006-06-01,2006-06,2006-Q2,2006,
21378,/organization/popjax,PopJax,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/shasta-ventures,Shasta Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/cc917b826a6ca3213b487138f88084de,venture,A,2008-03-01,2008-03,2008-Q1,2008," 4,700,000 "
40154,/organization/anchor-therapeutics,Anchor Therapeutics,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/tvm-capital,TVM Capital,,,DEU,,Munich,Munich,/funding-round/17654500f0e08dc4107d472d5ffe29b6,venture,B,2010-08-20,2010-08,2010-Q3,2010," 10,000,000 "
45148,/organization/kingnet,Kingnet,|Games|,Games,TWN,,Taiwan,Taipei,/organization/matrix-partners-china,Matrix Partners China,|Finance|,Finance,CHN,,Beijing,Beijing,/funding-round/0ce6c08fce84ffdd82fbd4515e23fd77,venture,B,2011-02-01,2011-02,2011-Q1,2011," 15,000,000 "
861,/organization/divx,DivX,|Video|Software|,Software,USA,CA,San Diego,San Diego,/organization/zone-ventures,Zone Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/30c128ae2558d2f6e7d798490ca34ebf,venture,A,2000-09-01,2000-09,2000-Q3,2000," 5,000,000 "
44820,/organization/clearrisk,ClearRisk,|Risk Management|Curated Web|,Curated Web,CAN,NL,St. John's,St. John's,/organization/growthworks,GrowthWorks Capital,,,CAN,BC,Vancouver,Vancouver,/funding-round/4f61e1cfd6fe00881460e1885d2747e8,venture,,2011-01-18,2011-01,2011-Q1,2011," 1,000,000 "
95532,/organization/turn,Turn,|Search|Advertising|,Advertising,USA,CA,SF Bay Area,Redwood City,/organization/trident-capital,Trident Capital,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/20b673aa43be0d96b146ec7355124363,venture,E,2014-01-13,2014-01,2014-Q1,2014," 80,000,000 "
105901,/organization/mattermark,Mattermark,|Venture Capital|Big Data|Enterprise Software|,Big Data,USA,CA,SF Bay Area,San Francisco,/organization/sierra-maya-ventures,SierraMaya360,|Social Network Media|E-Commerce|Crowdsourcing|Crowdfunding|Social Commerce|Consumer Internet|Digital Media|Games|Big Data|Cloud Computing|Mobile|Venture Capital|Angels|Startups|Finance|,Angels,USA,CA,Los Angeles,West Hollywood,/funding-round/25a144c2aae371ec5cd29f4c5fc97fdf,seed,,2014-06-29,2014-06,2014-Q2,2014," 2,000,000 "
84853,/organization/learnvest,LearnVest,|Financial Services|Finance|,Financial Services,USA,NY,New York City,New York,/organization/claritas-capital,Claritas Capital,,,USA,TN,Nashville,Nashville,/funding-round/43c4c368fd009eb0fefe5a158d146eed,venture,C,2013-07-26,2013-07,2013-Q3,2013," 16,500,000 "
68225,/organization/juntines,Juntines,,,,,,,/organization/wayra,Wayra,|Financial Services|Startups|ICT|Incubators|Finance|,Financial Services,ESP,,Madrid,Madrid,/funding-round/43963fbbedc12012a5d2ce94b6c4ffca,seed,,2012-09-01,2012-09,2012-Q3,2012," 50,223 "
2179,/organization/strongmail,StrongView,|SaaS|Advertising|Displays|Social Media|Email Marketing|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Redwood City,/organization/sequoia-capital,Sequoia Capital,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/7b23995d9056a6f81e353a2c9b9e581a,venture,A,2004-03-15,2004-03,2004-Q1,2004," 6,000,000 "
22002,/organization/surveygizmo,SurveyGizmo,|Surveys|Software|,Software,USA,CO,Denver,Boulder,/person/bill-flagg,Bill Flagg,,,,,,,/funding-round/60ce6b7bebf2f8a51a3754fe55908930,angel,,2008-04-01,2008-04,2008-Q2,2008,
63272,/organization/jamplify,Jamplify,|Ticketing|Concerts|Analytics|Events|Music|Advertising|,Events,USA,NY,New York City,New York,/organization/solidus-company,Solidus Company,,,USA,TN,Nashville,Nashville,/funding-round/2ac1f00e571fce0655b23cd16c79790c,seed,,2012-05-20,2012-05,2012-Q2,2012," 15,000 "
30776,/organization/bookfresh,BookFresh,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/hatch-ventures,Hatch Ventures,,,USA,WA,Seattle,Redmond,/funding-round/082acc0398c683f2a1b1821ce7ce9a5d,seed,,2009-07-28,2009-07,2009-Q3,2009," 500,000 "
19612,/organization/credant-technologies,CREDANT Technologies,|Security|,Security,USA,TX,Dallas,Addison,/organization/crescendo-ventures,Crescendo Ventures,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/2b688f23dd3dd73a630b732dc2a2284b,venture,C,2007-12-20,2007-12,2007-Q4,2007," 5,000,000 "
106394,/organization/neardesk,NearDesk,|Sensors|Biometrics|,Biometrics,GBR,,London,London,/organization/seedrs,Seedrs,|Finance|,Finance,GBR,,London,London,/funding-round/b73e2ef92f2279e798aff8b0aa2ed5f8,equity_crowdfunding,,2014-07-04,2014-07,2014-Q3,2014," 1,715,874 "
87420,/organization/otonomy,Otonomy,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/orbimed-advisors,OrbiMed Advisors,,,USA,NY,New York City,New York,/funding-round/58e375100dea3d7aa0c1abd29c1c0abd,venture,C,2013-09-04,2013-09,2013-Q3,2013," 45,900,000 "
87835,/organization/9lenses,9Lenses,|Business Analytics|Enterprise Software|SaaS|Software|,SaaS,USA,VA,"Washington, D.C.",Sterling,/organization/kinetic-ventures,Kinetic Ventures,,,USA,MD,"Washington, D.C.",Chevy Chase,/funding-round/ec22e2c9cac79e78da4c1325db5759d0,venture,A,2013-09-12,2013-09,2013-Q3,2013," 3,000,000 "
67140,/organization/aot-bedding-super-holdings,AOT Bedding Super Holdings,,,,,,,/organization/advent-international,Advent International,,,USA,MA,Boston,Boston,/funding-round/00fbc0adc5c4dbf23204503ced136b0f,undisclosed,,2012-08-06,2012-08,2012-Q3,2012,
53964,/organization/trustteam,TrustTeam,|Software|,Software,BEL,,BEL - Other,Marke,/organization/gimv,Gimv,,,BEL,,Antwerp,Antwerpen,/funding-round/91210cae509559fdd6392c6bad0ae06e,undisclosed,,2011-10-07,2011-10,2011-Q4,2011,
28167,/organization/oxford-biotherapeutics,Oxford BioTherapeutics,|Biotechnology|,Biotechnology,GBR,,Oxton,Oxton,/organization/south-east-growth-fund-management,South East Growth Fund & Management,,,,,,,/funding-round/96e65799362034d864b0968dc868d57e,venture,,2009-02-24,2009-02,2009-Q1,2009," 1,160,668 "
58636,/organization/friendsignia,Friendsignia,|Contact Management|Networking|Social Media|Curated Web|,Contact Management,USA,TN,Memphis,Memphis,/organization/solidus-company,Solidus Company,,,USA,TN,Nashville,Nashville,/funding-round/4ef3c5130e4854ea5057ac823eee1791,seed,,2012-01-29,2012-01,2012-Q1,2012," 15,000 "
11982,/organization/mint,Mint,|Finance|Curated Web|,Finance,USA,CA,SF Bay Area,Mountain View,/organization/sv-angel,SV Angel,,,USA,CA,SF Bay Area,San Francisco,/funding-round/642748610a6b85562dc16aef4dba6b9b,angel,,2006-11-02,2006-11,2006-Q4,2006," 750,000 "
81867,/organization/variable,Variable,|Hardware + Software|,Hardware + Software,USA,TN,Chattanooga,Chattanooga,/organization/atlanta-technology-angels,Atlanta Technology Angels,,,,,,,/funding-round/d4c45665035736bca4225238a3bf4117,venture,A,2013-06-03,2013-06,2013-Q2,2013," 1,250,000 "
53031,/organization/turntable-fm,turntable.fm,|Social Media|Music|,Social Media,USA,NY,New York City,New York,/person/courtney-holt,Courtney Holt,,,,,,,/funding-round/ae17b040a5d482f11f99c226bc9ea104,venture,A,2011-09-13,2011-09,2011-Q3,2011," 7,000,000 "
47721,/organization/milanoo-com,Milanoo.com,|E-Commerce|,E-Commerce,CHN,,Chengdu,Chengdu,/organization/sequoia-capital,Sequoia Capital,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/415b1412edf1b65ea627585d44dac504,venture,A,2011-04-22,2011-04,2011-Q2,2011," 10,000,000 "
54620,/organization/filtersquad,Filter Squad,|Mac|iOS|iPhone|iPad|Entertainment|Apps|Music|Ediscovery|Games|,iPad,AUS,,Perth,Perth,/organization/yuuwa-capital,Yuuwa Capital,,,AUS,,Perth,Perth,/funding-round/629ce21505322522e2aecd5ceac9b1d8,seed,,2011-10-26,2011-10,2011-Q4,2011," 1,141,302 "
77517,/organization/importio,import.io,|Big Data|Software|,Big Data,GBR,,London,London,/organization/wellington-partners,Wellington Partners,|Finance|Venture Capital|,Finance,DEU,,Munich,Munich,/funding-round/065d87c7846a55d4a74b816011a373a0,seed,,2013-03-12,2013-03,2013-Q1,2013," 1,300,000 "
23384,/organization/zannel,Zannel,|Social Network Media|Messaging|,Messaging,USA,CA,SF Bay Area,San Francisco,/organization/alloy-ventures,Alloy Ventures,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/819fb11d798b23b2586f6c2d69c74328,venture,B,2008-06-02,2008-06,2008-Q2,2008," 10,000,000 "
82951,/organization/invi,invi,|Apps|Android|Messaging|Mobile|,Android,USA,CA,SF Bay Area,Palo Alto,/organization/a-grade-investments,A-Grade Investments,,,,,,,/funding-round/c03aaff379be069c7c024526756ff28a,seed,,2013-06-25,2013-06,2013-Q2,2013," 2,250,000 "
79397,/organization/fatsoma,Fatsoma,|Ticketing|Social Media|E-Commerce|,Social Media,GBR,,Manchester,Manchester,/organization/axm-venture-capital,AXM Venture Capital,,,GBR,,London,London,/funding-round/786beab2b32eeefc17c63992e3f23ac0,undisclosed,,2013-04-18,2013-04,2013-Q2,2013,
81372,/organization/reputation-institute,Reputation Institute,|Consulting|,Consulting,USA,NY,New York City,New York,/organization/catalyst-investors,Catalyst Investors,,,,,,,/funding-round/d559f83c43a2aee5f9dce2db24d4fdd8,private_equity,,2013-05-29,2013-05,2013-Q2,2013,
62000,/organization/inspirotec,Inspirotec,|Health Care|,Health Care,USA,IL,Chicago,Chicago,/organization/thiel-foundation,Thiel Foundation,|Finance|,Finance,USA,CA,SF Bay Area,San Francisco,/funding-round/bdeac5e1d79beb818b49bf06b733bf7f,grant,,2012-04-23,2012-04,2012-Q2,2012," 350,000 "
113139,/organization/digital-lumens,Digital Lumens,|Industrial Energy Efficiency|Energy Efficiency|Energy Management|Energy IT|Lighting|Sensors|Internet of Things|,Internet of Things,USA,MA,Boston,Boston,/organization/flybridge-capital,Flybridge Capital Partners,,,USA,MA,Boston,Boston,/funding-round/311ab3818a156545d56cb9369fc7eafb,venture,C,2014-10-30,2014-10,2014-Q4,2014," 23,000,000 "
57072,/organization/progreso-financiero,Progreso Financiero,|Finance|,Finance,USA,CA,SF Bay Area,Menlo Park,/organization/greylock,Greylock Partners,|Finance|,Finance,USA,CA,SF Bay Area,Menlo Park,/funding-round/fb839a7aa7b216a43d324d308dfab17e,private_equity,,2012-01-01,2012-01,2012-Q1,2012," 18,400,000 "
97843,/organization/varsity-news-network,Varsity News Network,|Sports|,Sports,USA,MI,Grand Rapids,Grand Rapids,/organization/rsl-venture-partners,RSL Venture Partners,,,,,,,/funding-round/d30d22d224664310c100c2e38d99ba70,venture,A,2014-02-17,2014-02,2014-Q1,2014," 3,000,000 "
28643,/organization/grubhub,GrubHub,|Business Services|Restaurants|Hospitality|,Business Services,USA,IL,Chicago,Chicago,/organization/origin-ventures,Origin Ventures,,,USA,IL,Chicago,Northbrook,/funding-round/450141a6bf59aed7eb9c9cb9be54674f,venture,B,2009-03-23,2009-03,2009-Q1,2009," 2,000,000 "
12952,/organization/mixx,Mixx,|Web Tools|Social Bookmarking|Social Media|Curated Web|,Curated Web,USA,VA,"Washington, D.C.",Mclean,/organization/los-angeles-times-media-group,Los Angeles Times Media Group,|Social Media|Music|Television|Distribution|Printing|Events|Internet|Publishing|Advertising|Media|Journalism|News|Curated Web|,News,USA,CA,Los Angeles,Los Angeles,/funding-round/37bfbad8cc3411dac5cf08e1816d377d,venture,A,2007-01-01,2007-01,2007-Q1,2007,
20608,/organization/ensenda-inc,Ensenda,|Transportation|SaaS|Cloud Computing|Logistics|Enterprise Software|,Transportation,USA,CA,SF Bay Area,San Francisco,/organization/alloy-ventures,Alloy Ventures,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/2c868747ca8bf9c4e15c747cebc27270,venture,,2008-01-31,2008-01,2008-Q1,2008," 10,300,000 "
8867,/organization/mobilygen,Mobilygen,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/redpoint-ventures,Redpoint Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/c41637a66377d964345c2eb9a6357252,venture,D,2006-04-19,2006-04,2006-Q2,2006," 10,000,000 "
75632,/organization/experiment,Experiment,|Technology|Crowdfunding|,Technology,USA,CA,SF Bay Area,San Francisco,/organization/y-combinator,Y Combinator,|Startups|Consulting|Venture Capital|Finance|,Consulting,USA,CA,SF Bay Area,Mountain View,/funding-round/d0483f025a732a5734f482904a62e412,angel,,2013-02-05,2013-02,2013-Q1,2013,
69489,/organization/oculeve,Oculeve,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,San Francisco,/organization/new-enterprise-associates,New Enterprise Associates,|Health Care|Consumer Internet|Systems|Software|Technology|,Health Care,USA,CA,SF Bay Area,Menlo Park,/funding-round/3f3c38e3736e4ba62cbfaa306938c712,venture,,2012-10-01,2012-10,2012-Q4,2012," 7,565,000 "
9643,/organization/fangtek,Fangtek,|Manufacturing|,Manufacturing,USA,CA,SF Bay Area,Cupertino,/organization/kibo-technology-advancing-capital,Kibo Technology Advancing Capital,,,,,,,/funding-round/a03f552a4db714746831f92ce0d47435,venture,C,2006-06-08,2006-06,2006-Q2,2006," 12,000,000 "
39159,/organization/n30-pharmaceuticals,N30 Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CO,Denver,Boulder,/organization/deerfield-management,Deerfield Capital Management,,,USA,IL,Springfield,Rosamond,/funding-round/114df7be9a164c70235f94df46e43d98,venture,B,2010-07-12,2010-07,2010-Q3,2010," 10,000,000 "
5181,/organization/white-rock,White Rock Networks,|Web Hosting|,Web Hosting,USA,TX,Dallas,Richardson,/organization/3i-group,3i Group,,,GBR,,London,London,/funding-round/7e5975ddfb171f58a39e4effae034ef8,venture,,2005-08-04,2005-08,2005-Q3,2005," 15,500,000 "
76497,/organization/synapsify,Synapsify,|Content Discovery|Social Media|Publishing|Semantic Search|Predictive Analytics|Machine Learning|Artificial Intelligence|,Content Discovery,USA,MD,"Washington, D.C.",Bethesda,/organization/fortify-ventures,Fortify Ventures,|Venture Capital|,Venture Capital,USA,DC,"Washington, D.C.",Washington,/funding-round/36c4acb5aa0b2f91a7034a3aa5556fc6,seed,,2013-02-26,2013-02,2013-Q1,2013," 600,000 "
85105,/organization/lendstar,Lendstar,|Apps|Finance|Mobile Payments|Mobile|,Finance,DEU,,Starnberg,Starnberg,/organization/lunar-europe,Lunar Europe,,,,,,,/funding-round/a4e39838f88aa71ce391e67e40b9df22,angel,,2013-07-31,2013-07,2013-Q3,2013," 53,098 "
2755,/organization/everyscape,EveryScape,|Curated Web|,Curated Web,USA,MA,Boston,Newton,/organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/8889fc404534ee9e12d1ca72effb9676,venture,A,2005-01-01,2005-01,2005-Q1,2005," 4,500,000 "
57171,/organization/sparkcentral,Sparkcentral,|SaaS|Customer Support Tools|Enterprises|Facebook Applications|Twitter Applications|Social Media|,Twitter Applications,USA,CA,SF Bay Area,San Francisco,/organization/limburgse-reconversie-maatschappij,Limburgse Reconversie Maatschappij,,,BEL,,Brussels,Hasselt,/funding-round/b338e1293410c3fe72eccf7acce91c09,seed,,2012-01-01,2012-01,2012-Q1,2012," 1,125,000 "
70651,/organization/flashnotes,Flashnotes,|Education|,Education,USA,MA,Boston,Boston,/person/abigail-coxsen,Abigail Coxsen,,,,,,,/funding-round/b2af5468785c6c452df2dce705d9757c,seed,,2012-10-25,2012-10,2012-Q4,2012," 1,800,000 "
22094,/organization/sibeam,SiBEAM,|Semiconductors|Mobile|,Mobile,USA,CA,SF Bay Area,Sunnyvale,/organization/us-venture-partners,U.S. Venture Partners,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/27bc55457bda1781e95db3a4b850146c,venture,C,2008-04-07,2008-04,2008-Q2,2008," 40,000,000 "
36716,/organization/hemosphere,Hemosphere,|Health Care|,Health Care,,,,,/organization/kaiser-permanente-ventures,Kaiser Permanente Ventures,,,USA,CA,SF Bay Area,Oakland,/funding-round/22e1dee15e22de2027b2d783ea60f477,venture,A,2010-04-07,2010-04,2010-Q2,2010," 9,300,000 "
15686,/organization/aternity,Aternity,|Enterprise Software|,Enterprise Software,USA,MA,Worcester,Westborough,/organization/intel-capital,Intel Capital,|Investment Management|,Investment Management,USA,CA,SF Bay Area,Santa Clara,/funding-round/4c6e31f50e42913dc54d4a6e8fe93dd3,venture,B,2007-05-31,2007-05,2007-Q2,2007," 5,000,000 "
95157,/organization/repp,REPP,|Internet|Identity|Curated Web|,Identity,USA,OH,Cincinnati,Cincinnati,/organization/cincytech,CincyTech,,,USA,OH,Cincinnati,Cincinnati,/funding-round/9347beefcde26909a62a57395c3ef060,seed,,2014-01-07,2014-01,2014-Q1,2014," 250,000 "
904,/organization/opentable,OpenTable,|Business Services|Hospitality|,Business Services,USA,CA,SF Bay Area,San Francisco,/organization/upstart-capital,Upstart Capital,,,,,,,/funding-round/d07216db69965446fdd0a35b1bf83cc6,venture,C,2000-10-01,2000-10,2000-Q4,2000," 36,000,000 "
22259,/organization/tang-wind-energy,Tang Wind Energy,|Clean Technology|,Clean Technology,USA,TX,Dallas,Dallas,/organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/943cdf534b55b62639e58ccf05803bc5,venture,B,2008-04-16,2008-04,2008-Q2,2008," 6,800,000 "
77792,/organization/indochino,Indochino,|E-Commerce|,E-Commerce,CAN,BC,Vancouver,Vancouver,/organization/acton-capital-partners,Acton Capital Partners,,,DEU,,Munich,München,/funding-round/d8cdad2800ae9c43b5b6839e7ca6665c,venture,B,2013-03-20,2013-03,2013-Q1,2013," 13,000,000 "
76946,/organization/taggs,Taggs,|Public Relations|,Public Relations,USA,NC,Raleigh,Durham,/organization/the-startup-factory,The Startup Factory,|Startups|,Startups,USA,NC,Raleigh,Durham,/funding-round/46c3a618eb83cdf452ffd90d541b30d9,seed,,2013-03-01,2013-03,2013-Q1,2013," 50,000 "
69406,/organization/rore-media,RORE MEDIA,,,USA,CA,SF Bay Area,Menlo Park,/organization/foundation-capital,Foundation Capital,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/1c108cbae233cb2211ce1f6bb15d6cbe,venture,,2012-10-01,2012-10,2012-Q4,2012," 1,100,000 "
27488,/organization/yodle,Yodle,|Reviews and Recommendations|Marketing Automation|Email Marketing|Social Media Marketing|Small and Medium Businesses|Local Search|SEO|Internet Marketing|Local Advertising|Advertising|,Reviews and Recommendations,USA,NY,New York City,New York,/organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/c8a9608fe281eadb29322ecb6c66e97d,venture,C,2009-01-12,2009-01,2009-Q1,2009," 10,000,000 "
86780,/organization/le-tote,LE TOTE,|Fashion|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,San Francisco,/person/sam-altman,Sam Altman,,,,,,,/funding-round/30ce0d3b60880488693491876519b99d,seed,,2013-08-29,2013-08,2013-Q3,2013," 1,750,000 "
89125,/organization/care-at-hand,Care at Hand,|Mobile Enterprise|Health Care Information Technology|Mobile Health|Health and Wellness|,Mobile Enterprise,USA,CA,SF Bay Area,San Francisco,/organization/rock-health,Rock Health,|Health Care|Venture Capital|Startups|Apps|Mobile|Health and Wellness|,Health Care,USA,CA,SF Bay Area,San Francisco,/funding-round/73ad6a640879b9ba5f4ddce798fa7768,seed,,2013-10-01,2013-10,2013-Q4,2013," 800,000 "
93228,/organization/yetu,yetu,|Home Automation|Curated Web|,Home Automation,DEU,,Berlin,Berlin,/organization/kfw-bankengruppe,KfW Bankengruppe,,,DEU,,Frankfurt,Frankfurt Am Main,/funding-round/4d0a10c2c7663790df8e6b9b6174ac16,venture,A,2013-12-04,2013-12,2013-Q4,2013," 8,000,000 "
23060,/organization/addthis,AddThis,|Big Data|Analytics|Social Media|Mobile Social|File Sharing|Advertising|,Advertising,USA,VA,"Washington, D.C.",Vienna,/organization/new-enterprise-associates,New Enterprise Associates,|Health Care|Consumer Internet|Systems|Software|Technology|,Health Care,USA,CA,SF Bay Area,Menlo Park,/funding-round/cec43b50d7b9efbc11001147689b491b,venture,C,2008-05-20,2008-05,2008-Q2,2008," 18,000,000 "
111361,/organization/credit-karma,Credit Karma,|Personal Finance|Credit|Finance|,Credit,USA,CA,SF Bay Area,San Francisco,/organization/google-capital,Google Capital,,,USA,CA,CA - Other,Lucerne Valley,/funding-round/bfbbfce3f2bef460ec063a63e3b5b2a3,venture,D,2014-09-29,2014-09,2014-Q3,2014," 75,000,000 "
22215,/organization/aileron-therapeutics,Aileron Therapeutics,|Biotechnology|,Biotechnology,USA,MA,Worcester,Hardwick,/organization/apple-tree-partners,Apple Tree Partners,,,USA,NY,New York City,New York,/funding-round/78bed228e5af1f4217b3803a614dd8c1,venture,B,2008-04-15,2008-04,2008-Q2,2008," 10,500,000 "
30153,/organization/animoto,Animoto,|Music|Presentations|Video|Photography|,Video,USA,NY,New York City,New York,/person/bruce-livingstone,Bruce Livingstone,,,,,,,/funding-round/9dfaeccd79ef894ed3b19169c588a7b9,venture,B,2009-06-18,2009-06,2009-Q2,2009," 4,400,000 "
34972,/organization/endogastric-solutions,EndoGastric Solutions,|Health Care|,Health Care,USA,CA,SF Bay Area,San Mateo,/organization/chicago-growth-partners,Chicago Growth Partners,,,USA,IL,Chicago,Chicago,/funding-round/7d6b4f0b120eddea284cddea217938e8,venture,E,2010-01-20,2010-01,2010-Q1,2010," 21,500,000 "
99945,/organization/axonics-modulation-technologies,Axonics Modulation Technologies,|Software|,Software,USA,CA,Anaheim,Irvine,/organization/legend-capital,Legend Capital,,,CHN,,Beijing,Beijing,/funding-round/854164d606a150113b53309d466deb6d,venture,A,2014-03-25,2014-03,2014-Q1,2014," 32,600,000 "
99000,/organization/javelin,Javelin,|Finance|,Finance,,,,,/person/scot-chisholm,Scot Chisholm,,,,,,,/funding-round/81f32fc6e5ecd23b4cafae1567daecfd,venture,,2014-03-05,2014-03,2014-Q1,2014," 1,500,000 "
66557,/organization/experience-project,Kanjoya,|Analytics|,Analytics,USA,CA,SF Bay Area,San Francisco,/organization/constantin-partners,Constantin Partners,,,USA,CA,SF Bay Area,San Rafael,/funding-round/72cf4d72b9f182f765fe4a5a388bc50d,venture,C,2012-07-27,2012-07,2012-Q3,2012," 3,874,993 "
80729,/organization/cloudant,Cloudant,|Databases|Big Data|Cloud Computing|Enterprise Software|,Enterprise Software,USA,MA,Boston,Boston,/organization/devonshire-investors,Devonshire Investors,,,USA,MA,Boston,Boston,/funding-round/0f3cdd41c73f1fa8175c43a020fdf857,venture,B,2013-05-14,2013-05,2013-Q2,2013," 12,000,000 "
27561,/organization/firecomms,Firecomms,|Semiconductors|,Semiconductors,IRL,,Cork,Cork,/organization/swisscom-ventures,Swisscom Ventures,,,CHE,,Bern,Bern,/funding-round/0617e036349ac0f779658560574d63cf,venture,,2009-01-14,2009-01,2009-Q1,2009," 5,000,000 "
51820,/organization/yaupon-therapeutics,Yaupon Therapeutics,|Biotechnology|,Biotechnology,USA,PA,Philadelphia,Malvern,/organization/vivo-ventures,Vivo Ventures,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/6c0c642f496e2cc7de022da6917c05ab,venture,D,2011-08-11,2011-08,2011-Q3,2011," 14,400,000 "
14620,/organization/aerovance,Aerovance,|Biotechnology|,Biotechnology,USA,CA,CA - Other,Lucerne Valley,/organization/burrill-co,Burrill & Company,,,USA,CA,SF Bay Area,San Francisco,/funding-round/1355f6817248074625ce99ed7656f5c3,venture,C,2007-03-28,2007-03,2007-Q1,2007," 60,000,000 "
45085,/organization/nistica,Nistica,|Web Hosting|,Web Hosting,USA,NJ,Newark,Bridgewater,/organization/battelle-ventures,Battelle Ventures,,,USA,NJ,Trenton,Trenton,/funding-round/3f7e0b596915675bbf163de5b7f98a67,venture,D,2011-02-01,2011-02,2011-Q1,2011," 5,500,000 "
68906,/organization/twitch,Twitch,|Social Media|Video Streaming|Video Games|Video|,Video Games,USA,CA,SF Bay Area,San Francisco,/organization/bessemer-venture-partners,Bessemer Venture Partners,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/0691041dbf6b33624bc4e1c10b1ec112,venture,B,2012-09-19,2012-09,2012-Q3,2012," 15,000,000 "
55682,/organization/vmturbo,VMTurbo,|Enterprise Software|,Enterprise Software,USA,MA,Boston,Burlington,/organization/highland-capital-partners,Highland Capital Partners,,,USA,MA,Boston,Cambridge,/funding-round/eddf0fc4ba8a6b5898b4ae86e4bebf89,venture,B,2011-11-29,2011-11,2011-Q4,2011," 10,000,000 "
