,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_list,investor_market,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month,funded_quarter,funded_year,raised_amount_usd
100908,/organization/jenavalve-technology,JenaValve Technology,|Hardware + Software|,Hardware + Software,DEU,,Munich,München,/organization/rmm,RMM,,,,,,,/funding-round/b91d1726e093dbf6b56b1e389a143ffb,venture,C,2014-04-08,2014-04,2014-Q2,2014," 10,000,000 "
92304,/organization/plain-vanilla,Plain Vanilla,|Mobile|Game|Android|iPhone|Games|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/e-ventures,e.ventures,|Finance|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,San Francisco,/funding-round/199ea345645d9073ca1a9b7a1b268b9e,venture,A,2013-11-20,2013-11,2013-Q4,2013," 2,000,000 "
72084,/organization/contentforest,ContentForest,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/start-up-chile,Start-Up Chile,,,CHL,,Santiago,Santiago,/funding-round/606327e0093b9bf44917f99e9dd0c3b1,seed,,2012-11-26,2012-11,2012-Q4,2012," 40,000 "
111335,/organization/pomelo,Pomelo,|Fashion|,Fashion,THA,,Bangkok,Bangkok,/organization/500-startups,500 Startups,|Startups|Finance|,Finance,USA,CA,SF Bay Area,Mountain View,/funding-round/d36354221eda125998847bb68af524ba,venture,,2014-09-29,2014-09,2014-Q3,2014," 1,600,000 "
98796,/organization/3clogic,3CLogic,|Customer Service|Software|,Customer Service,USA,MD,"Washington, D.C.",Rockville,/organization/blu-venture-investors,Blu Venture Investors,|Finance|,Finance,USA,VA,"Washington, D.C.",Vienna,/funding-round/d98db484b783695187e81e1208871249,venture,B,2014-03-04,2014-03,2014-Q1,2014," 4,200,000 "
93863,/organization/olset,OLSET,|Online Travel|Personalization|Big Data|Travel|Software|,Online Travel,USA,CA,SF Bay Area,San Francisco,/organization/xg-ventures,XG Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/06b7014a2be6fd849dfe6bf006c6b16f,seed,,2013-12-15,2013-12,2013-Q4,2013," 450,000 "
111681,/organization/appboy,Appboy,|Marketing Automation|Analytics|CRM|Android|iOS|Software|Apps|Social Media|Mobile|,Analytics,USA,NY,New York City,New York,/organization/interwest-partners,InterWest Partners,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/82f17a766e077a83810594401ac8662e,venture,B,2014-10-02,2014-10,2014-Q4,2014," 15,000,000 "
46687,/organization/color-labs,Color Labs Inc.,|Proximity Internet|Location Based Services|Local|Photography|Photo Sharing|Mobile Social|Mobile|Networking|,Proximity Internet,USA,CA,SF Bay Area,Palo Alto,/organization/sequoia-capital,Sequoia Capital,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/f058ff847159821518b9e1cadc83e25b,venture,B,2011-03-23,2011-03,2011-Q1,2011," 28,000,000 "
55423,/organization/new-relic,New Relic,|SaaS|Cloud Computing|Software|,SaaS,USA,CA,SF Bay Area,San Francisco,/organization/dag-ventures,DAG Ventures,|Venture Capital|Finance|,Finance,USA,CA,SF Bay Area,Palo Alto,/funding-round/5fde06a8f71e9aa15a3c8f0437e45ed5,venture,,2011-11-16,2011-11,2011-Q4,2011," 15,000,000 "
47035,/organization/hstyle,HSTYLE,|Fashion|,Fashion,CHN,,Jinan,Jinan,/organization/idg-capital-partners,IDG Capital Partners,|Venture Capital|Finance|,Finance,CHN,,Beijing,Beijing,/funding-round/80378ec3d36b8dad2d69f23c37138d94,venture,A,2011-04-01,2011-04,2011-Q2,2011," 10,000,000 "
111690,/organization/visterra,Visterra,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/omega-funds,Omega Funds,,,,,,,/funding-round/ad61f1345588e0f0ea5d42816020e2f5,venture,B,2014-10-02,2014-10,2014-Q4,2014," 30,000,000 "
7328,/organization/badongo-com,Badongo.com,|Storage|Flash Storage|File Sharing|Web Hosting|,Web Hosting,USA,CA,Los Angeles,Santa Monica,/person/saar-gur,Saar Gur,,,,,,,/funding-round/6b84d1b505fafcd374a1cd9fdb7e7ad3,venture,A,2006-01-01,2006-01,2006-Q1,2006,
3692,/organization/vontu,Vontu,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/benchmark,Benchmark,|Finance|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,San Francisco,/funding-round/78ecc0d1c866b2a28b99bde24240e7f3,venture,C,2005-03-21,2005-03,2005-Q1,2005," 10,000,000 "
13508,/organization/akustica,Akustica,|Semiconductors|,Semiconductors,USA,PA,Pittsburgh,Pittsburgh,/organization/mobius-venture-capital,Mobius Venture Capital,,,USA,CO,Denver,Boulder,/funding-round/20d9bab1dde466d1998cf261641e4245,venture,,2007-01-22,2007-01,2007-Q1,2007," 12,000,000 "
89202,/organization/casetext,Casetext,|Legal|,Legal,USA,CA,SF Bay Area,Palo Alto,/organization/y-combinator,Y Combinator,|Startups|Consulting|Venture Capital|Finance|,Consulting,USA,CA,SF Bay Area,Mountain View,/funding-round/854d33219c77e1d56da5bf44f0c24e5e,seed,,2013-10-01,2013-10,2013-Q4,2013," 1,800,000 "
10443,/organization/eminor,eMinor,|Software|,Software,USA,NC,Raleigh,Durham,/organization/novak-biddle-venture-partners,Novak Biddle Venture Partners,,,USA,MD,"Washington, D.C.",Bethesda,/funding-round/245a3c7d8bfd2bc15de2f1ea772f0dd3,venture,A,2006-08-01,2006-08,2006-Q3,2006," 2,000,000 "
23717,/organization/arcot-systems,Arcot Systems,|Security|,Security,USA,CA,SF Bay Area,Sunnyvale,/organization/vedanta-capital,Vedanta Capital,,,USA,NY,New York City,New York,/funding-round/b8baf7f3cac7a3841fc3a3f93957ef73,venture,B,2008-06-18,2008-06,2008-Q2,2008," 23,000,000 "
64175,/organization/poptip,Poptip,|Finance|Polling|Big Data|Communities|Software|,Communities,USA,NY,New York City,New York,/organization/softbank-capital,SoftBank Capital,,,USA,NY,New York City,New York,/funding-round/9ab14d75f4cce211c48e52409c28bee3,convertible_note,,2012-06-05,2012-06,2012-Q2,2012," 472,000 "
106040,/organization/tnt-luxury-group,TNT Luxury Group,|Online Rental|,Online Rental,HKG,,Hong Kong,Hong Kong,/organization/cyberport-hong-kong,Cyberport Hong Kong,,,HKG,,Hong Kong,Hong Kong,/funding-round/d0b251e8b4c6386c6c57e210f2df4f6f,seed,,2014-07-01,2014-07,2014-Q3,2014," 41,250 "
37730,/organization/strikeiron,StrikeIron,|Enterprise Software|,Enterprise Software,USA,NC,Raleigh,Cary,/organization/nc-idea,NC IDEA,,,USA,NC,Raleigh,Durham,/funding-round/73d9e3b37a380f836121a23d2f55f3db,venture,,2010-05-18,2010-05,2010-Q2,2010," 2,340,000 "
92454,/organization/tapcommerce,TapCommerce,|Mobile|,Mobile,USA,NY,New York City,New York,/organization/nextview-ventures,NextView Ventures,|Startups|,Startups,USA,MA,Boston,Boston,/funding-round/8ec0064b030e5df3c8f4b366594c05f7,venture,A,2013-11-21,2013-11,2013-Q4,2013," 10,500,000 "
30107,/organization/zapa,Zapa,|Web Development|Mobile|,Web Development,IRL,,Dublin,Dublin,/organization/delta-partners,Delta Partners Capital Limited,,,,,,,/funding-round/2f3ff71172fa4e4f98814e1d76bfb496,venture,A,2009-06-15,2009-06,2009-Q2,2009," 3,462,500 "
50663,/organization/drchrono,drchrono,|Doctors|Physicians|Electronic Health Records|Health Care|,Electronic Health Records,USA,CA,SF Bay Area,Mountain View,/organization/500-startups,500 Startups,|Startups|Finance|,Finance,USA,CA,SF Bay Area,Mountain View,/funding-round/ead0e8b0e6c0d28836835359d149f7bd,seed,,2011-07-14,2011-07,2011-Q3,2011," 675,000 "
2524,/organization/mtem-limited,MTEM Limited,,,GBR,,Edinburgh,Edinburgh,/organization/energy-ventures,Energy Ventures,,,,,,,/funding-round/1f399915a68bceda460dcff6ffe55662,venture,A,2004-09-16,2004-09,2004-Q3,2004," 13,234,657 "
88164,/organization/blue-jeans-network,Blue Jeans Network,|Software|Chat|Collaboration|Video Conferencing|Enterprise Software|,Chat,USA,CA,SF Bay Area,Mountain View,/organization/battery-ventures,Battery Ventures,|Technology|,Technology,USA,MA,Boston,Waltham,/funding-round/50b5c7aba7ca0e67ecf4167f200d9f24,venture,D,2013-09-18,2013-09,2013-Q3,2013," 50,000,000 "
110856,/organization/instaread,Instaread,,,,,,,/organization/kima-ventures,Kima Ventures,,,FRA,,Paris,Paris,/funding-round/97446ca6ef42185e622e8371134cc334,seed,,2014-09-19,2014-09,2014-Q3,2014,
56248,/organization/tripvillas,TripVillas,,,SGP,,Singapore,Singapore,/organization/mena-venture-investments,MENA Venture Investments,,,JOR,,Amman,Amman,/funding-round/3d668c3d64facd48098958e5d941b181,undisclosed,,2011-12-08,2011-12,2011-Q4,2011,
89223,/organization/leo-app,Leo,|Messaging|,Messaging,USA,CA,SF Bay Area,San Francisco,/person/elad-gil,Elad Gil,,,,,,,/funding-round/18e212172020c988915b78c992dc7d1a,seed,,2013-10-01,2013-10,2013-Q4,2013," 1,500,000 "
23776,/organization/owneriq,OwnerIQ,|Internet Marketing|Advertising|,Internet Marketing,USA,MA,Boston,Boston,/organization/massachusetts-technology-development-corporation,Massachusetts Technology Development Corporation,,,USA,MA,Boston,Boston,/funding-round/104ba50529768b1681fa32fc1d327352,venture,B,2008-06-23,2008-06,2008-Q2,2008," 6,000,000 "
15100,/organization/triactive,TriActive,|Software|,Software,USA,TX,Austin,Austin,/organization/el-dorado-ventures,El Dorado Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/91e9180b1b742220228b7602ef59b0ee,venture,,2007-04-30,2007-04,2007-Q2,2007," 2,100,000 "
25362,/organization/adroll-semantic-sugar-inc,AdRoll,|Advertising|,Advertising,USA,CA,SF Bay Area,San Francisco,/organization/merus-capital,Merus Capital,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/f0429c5132e6f32386c40dceb9607136,venture,A,2008-09-16,2008-09,2008-Q3,2008," 4,000,000 "
96933,/organization/asseta,Asseta,|Manufacturing|,Manufacturing,USA,CA,SF Bay Area,San Francisco,/organization/wefunder,Wefunder,|Finance|,Finance,,,,,/funding-round/865895f988b67da2c29b05d4d5b9ba62,seed,,2014-02-03,2014-02,2014-Q1,2014," 535,000 "
112426,/organization/tutellus,Tutellus,|Collaborative Consumption|Education|,Collaborative Consumption,ESP,,Madrid,Madrid,/person/mariano-olmeda,Mariano Olmeda,,,,,,,/funding-round/1776db93b0a0167c7e7542d77ebdd97e,venture,,2014-10-15,2014-10,2014-Q4,2014," 1,015,292 "
83135,/organization/gainspan,GainSpan,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,/organization/sigma-partners,Sigma Partners,|Venture Capital|,Venture Capital,USA,MA,Boston,Boston,/funding-round/e5ae9de438e7626b5e526c9a1ee20937,venture,D,2013-06-26,2013-06,2013-Q2,2013," 19,000,000 "
113874,/organization/orderwithme,OrderWithMe,|Software|,Software,CHN,,Hangzhou,Hangzhou,/organization/advantage-capital-partners,Advantage Capital Partners,,,USA,AL,Huntsville,Huntsville,/funding-round/4dfbdb0f45d5cec0bab63d94829de08f,venture,B,2014-11-17,2014-11,2014-Q4,2014," 28,000,000 "
46424,/organization/mindsnacks,MindSnacks,|Language Learning|Games|,Language Learning,USA,CA,SF Bay Area,San Francisco,/person/mitch-kapor,Mitchell Kapor,,,,,,,/funding-round/1be556e3c181bfa1e8a82d2c728b4651,seed,,2011-03-09,2011-03,2011-Q1,2011," 1,200,000 "
64759,/organization/pixelpin,PixelPin,|Mobile Security|Security|,Security,GBR,,London,London,/organization/telefonica,Telefonica,|Networking|Telecommunications|Public Relations|,Networking,ESP,,Madrid,Madrid,/funding-round/38c1f8bc068919bf30c0f9b428ca8408,seed,,2012-06-19,2012-06,2012-Q2,2012," 313,437 "
48734,/organization/anafore,Anafore,|Software|,Software,USA,CA,Los Angeles,Torrance,/organization/baf-spectrum,BAF Spectrum,,,SGP,,Singapore,Singapore,/funding-round/7f154f42362b89207a6cd9f7aa2ee9fd,venture,A,2011-05-24,2011-05,2011-Q2,2011,
17268,/organization/enigmatic,Enigmatec,|Enterprise Software|,Enterprise Software,GBR,,London,London,/person/kevin-lomax,Kevin Lomax,,,,,,,/funding-round/e37247406e86c7067072dc0dcf1dfa5c,venture,C,2007-08-13,2007-08,2007-Q3,2007," 12,500,000 "
37342,/organization/gan-lee-pharmaceutical-co-ltd,Gan & Lee Pharmaceutical,|Biotechnology|,Biotechnology,CHN,,Beijing,Beijing,/organization/qiming-venture-partners,QiMing Venture Partners,,,CHN,,Shanghai,Shanghai,/funding-round/4de39726b01da9d3ce52275d8505f25f,venture,A,2010-05-01,2010-05,2010-Q2,2010," 16,236,400 "
53448,/organization/carecloud,CareCloud,|Electronic Health Records|Health and Wellness|Software|,Electronic Health Records,USA,FL,Miami,Miami,/organization/norwest-venture-partners,Norwest Venture Partners - NVP,|Finance|,Finance,USA,CA,SF Bay Area,Palo Alto,/funding-round/6cee38de3e60900d536e0ba3e45daed8,venture,A,2011-09-26,2011-09,2011-Q3,2011," 20,100,000 "
109209,/organization/stilnest,Stilnest,|Publishing|3D Printing|Jewelry|Curated Web|Art|Marketplaces|Fashion|Design|E-Commerce|,Jewelry,DEU,,DEU - Other,Deutsch,/organization/klingel-group,Klingel Group,,,,,,,/funding-round/9755568badac545e51c689129aeb7d72,seed,,2014-08-21,2014-08,2014-Q3,2014," 1,000,000 "
12301,/organization/digital-performance,Digital Performance,|Automotive|Advertising|,Automotive,USA,CA,Anaheim,Newport Beach,/organization/momentum-venture-management,Momentum Venture Management,,,USA,CA,Los Angeles,Pasadena,/funding-round/a438559a3c69a857a3e112f9add4ac65,venture,,2006-11-27,2006-11,2006-Q4,2006," 500,000 "
91502,/organization/loop-commerce,Loop Commerce,|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,Mountain View,/organization/novel-tmt-ventures,Novel TMT Ventures,,,USA,NY,New York City,New York,/funding-round/50841c10422bac787d722a6b60ba3943,venture,A,2013-11-06,2013-11,2013-Q4,2013," 7,200,000 "
39550,/organization/semco-engineering,SEMCO Engineering,|Semiconductors|,Semiconductors,FRA,,Montpellier,Montpellier,/organization/demeter-partners,Demeter Partners,,,FRA,,Paris,Paris,/funding-round/146acef5489504caf41f9c5b651e70b1,venture,,2010-07-28,2010-07,2010-Q3,2010," 5,846,400 "
40192,/organization/great-lakes-pharmaceuticals,Great Lakes Pharmaceuticals,|Biotechnology|,Biotechnology,USA,OH,Cleveland,Beachwood,/organization/ohio-techangels-fund,Ohio TechAngels Fund,|Early-Stage Technology|,Early-Stage Technology,USA,OH,"Columbus, Ohio",Columbus,/funding-round/cf56d50efc6115ca39a52f201548161d,venture,B,2010-08-23,2010-08,2010-Q3,2010," 3,100,000 "
55028,/organization/agari-data,Agari,|SaaS|Security|,SaaS,USA,CA,SF Bay Area,San Mateo,/person/scott-banister,Scott Banister,,,,,,,/funding-round/9784b90a0c356bfaf2a5f74a508383b0,venture,A,2011-11-02,2011-11,2011-Q4,2011," 2,500,000 "
78247,/organization/mobileigniter,MobileIgniter,|Web CMS|SaaS|Android|iPad|iPod Touch|iPhone|iOS|Mobile|,Mobile,USA,WI,Madison,Madison,/person/steve-reaser,Steve Reaser,,,,,,,/funding-round/c768fb4a20ee365934e8a360e88ba336,convertible_note,,2013-03-31,2013-03,2013-Q1,2013," 243,000 "
16667,/organization/agensys,Agensys,|Biotechnology|,Biotechnology,USA,CA,Los Angeles,Santa Monica,/organization/jafco-ventures,Jafco Ventures,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/2f0714feb01fef57c7777a9dab44c1ac,venture,D,2007-07-12,2007-07,2007-Q3,2007," 41,300,000 "
71858,/organization/leadsift,LeadSift,|Social Media Marketing|Enterprise Software|,Enterprise Software,CAN,NS,Halifax,Halifax,/person/gavin-uhma,Gavin Uhma,,,,,,,/funding-round/fe7b3cac0f81b8d02e4b117e2cb47df1,seed,,2012-11-16,2012-11,2012-Q4,2012," 1,099,309 "
43583,/organization/small-bone-innovations,Small Bone Innovations,|Health Care|,Health Care,USA,PA,Philadelphia,Morrisville,/organization/khazanah-nasional-berhad,Khazanah Nasional Berhad,,,MYS,,Kuala Lumpur,Kuala Lumpur,/funding-round/7cf80a9a50668b77d7e60cdb91c12c04,venture,F,2010-12-17,2010-12,2010-Q4,2010," 15,000,000 "
55139,/organization/mailbox,Mailbox,|Task Management|Productivity Software|iPhone|Email|Messaging|,Task Management,USA,CA,SF Bay Area,San Francisco,/organization/sv-angel,SV Angel,,,USA,CA,SF Bay Area,San Francisco,/funding-round/baf6903aa4e2273f82e68c4245d3b53b,venture,A,2011-11-07,2011-11,2011-Q4,2011," 5,000,000 "
33906,/organization/oxitec,Oxitec,|Biotechnology|,Biotechnology,GBR,,London,Abingdon,/organization/oxford-capital-partners,Oxford Capital Partners,,,GBR,,London,Oxford,/funding-round/bb0ae00c0055141fb3515fd6110b5ca3,venture,,2009-12-18,2009-12,2009-Q4,2009," 3,005,153 "
23144,/organization/celoxica,Celoxica,|Hardware + Software|,Hardware + Software,GBR,,London,London,/organization/spark-ventures,Spark Ventures,,,GBR,,London,London,/funding-round/094981bae5b7e7fb4d3c2d0ba5af53c1,undisclosed,,2008-05-27,2008-05,2008-Q2,2008," 3,954,830 "
84831,/organization/watsi,Watsi,|Medical|,Medical,USA,CA,SF Bay Area,San Francisco,/organization/tencent,Tencent,|Internet Marketing|Mobile|Internet|Entertainment|Media|Curated Web|,Internet Marketing,CHN,,Shenzhen,Shenzhen,/funding-round/58654b4b4f45b37248229ff899d85aa0,seed,,2013-07-25,2013-07,2013-Q3,2013," 1,200,000 "
34115,/organization/ringcredible,RingCredible,|Discounts|Apps|Tablets|VoIP|Mobile|,VoIP,NLD,,Utrecht,Breukelen,/organization/brooklyn-ventures,Brooklyn Ventures,,,NLD,,Utrecht,Breukelen,/funding-round/e3f5baef0b877d7953b15cbc04c2ee61,angel,,2010-01-01,2010-01,2010-Q1,2010," 800,000 "
77796,/organization/agricultural-food-systems-llc,"Agricultural Food Systems, LLC",|Technology|Agriculture|Hospitality|,Agriculture,USA,AR,AR - Other,Springdale,/organization/arkansas-venture-capital-investment-trust,Arkansas Venture Capital Investment Trust,,,,,,,/funding-round/df57d0c4aeab6d168d7afc167291ad1f,seed,,2013-03-20,2013-03,2013-Q1,2013," 15,000 "
95108,/organization/onthego-platforms,OnTheGo Platforms,|Human Computer Interaction|Internet of Things|Augmented Reality|Software|,Human Computer Interaction,USA,OR,"Portland, Oregon",Portland,/organization/social-leverage,Social Leverage,,,USA,AZ,Phoenix,Phoenix,/funding-round/0c4914f82da09fcf4c3ed5be4b2e1f14,angel,,2014-01-06,2014-01,2014-Q1,2014," 713,213 "
92924,/organization/vse-evakuatory-rossii,VSE EVAKUATORY ROSSII,,,,,,,/organization/internet-initiatives-develompent-fund-iidf,Internet Initiatives Develompent Fund (IIDF),,,,,,,/funding-round/ff76e79fee667d548672454143cfb22d,seed,,2013-12-01,2013-12,2013-Q4,2013," 25,000 "
24493,/organization/lakala,Lakala,|Finance|,Finance,CHN,,Beijing,Beijing,/organization/legend-capital,Legend Capital,,,CHN,,Beijing,Beijing,/funding-round/c4f72854b36eb8c9e20d0e6e7d3dcc95,venture,B,2008-08-01,2008-08,2008-Q3,2008," 25,000,000 "
64576,/organization/invuity,Invuity,|Health Care|,Health Care,USA,CA,SF Bay Area,San Francisco,/organization/interwest-partners,InterWest Partners,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/3defd9fe209f6ed0c3791d8ae0768080,venture,D,2012-06-14,2012-06,2012-Q2,2012," 25,000,000 "
56514,/organization/zitra-com,Zitra.com,|Fashion|Sales and Marketing|Marketplaces|B2B|Wholesale|E-Commerce|,Fashion,DEU,,Cologne,Cologne,/organization/tengelmann-ventures,Tengelmann Ventures,,,,,,,/funding-round/63efce0cc18c37b56b1e34e60ace44bd,seed,,2011-12-15,2011-12,2011-Q4,2011,
36011,/organization/pulmonx,Pulmonx,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Redwood City,/organization/posco-bioventures,POSCO BioVentures,,,USA,CA,San Diego,Carlsbad,/funding-round/4c75c014cdbc2b888af9802444d278ae,venture,C,2010-03-08,2010-03,2010-Q1,2010," 32,000,000 "
92762,/organization/technical-machine,Technical Machine,|Hardware + Software|,Hardware + Software,USA,MA,Boston,Somerville,/organization/slow-ventures,Slow Ventures,,,USA,CA,SF Bay Area,San Francisco,/funding-round/674e8bd9b5e7a12a326a538bf05761cb,venture,,2013-11-27,2013-11,2013-Q4,2013," 1,044,000 "
51512,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,/person/alwaleed-bin-talal,Alwaleed Bin Talal,,,,,,,/funding-round/6e6bf5db8245ac7b96059e4e0b99e08a,venture,G,2011-08-02,2011-08,2011-Q3,2011," 400,000,000 "
74127,/organization/windowfarms,Windowfarms,|Organic|Education|Green|Sustainability|Home & Garden|Consumer Goods|Agriculture|Clean Technology|,Clean Technology,USA,NY,New York City,Brooklyn,/person/joanne-wilson,Joanne Wilson,,,,,,,/funding-round/c0ec0c55b48d9715d0596023adca2e90,seed,,2013-01-02,2013-01,2013-Q1,2013,
28562,/organization/cloudera,Cloudera,|Analytics|Big Data|Software|Enterprise Software|,Analytics,USA,CA,SF Bay Area,Palo Alto,/person/gideon-yu,Gideon Yu,,,,,,,/funding-round/0373e1d6923873293dc9d7f09b7869ee,venture,A,2009-03-16,2009-03,2009-Q1,2009," 5,000,000 "
